json,layer,zPos,images
shield_heater_pattern_paly,layer_1,4,shield/heater/original/pattern/paly/bg/ shield/heater/original/pattern/paly/bg/ shield/heater/original/pattern/paly/bg/ shield/heater/original/pattern/paly/bg/
shield_heater_pattern_paly,layer_2,112,shield/heater/original/pattern/paly/fg/ shield/heater/original/pattern/paly/fg/ shield/heater/original/pattern/paly/fg/ shield/heater/original/pattern/paly/fg/
shield_heater_pattern_per_bend,layer_1,4,shield/heater/original/pattern/per_bend/bg/ shield/heater/original/pattern/per_bend/bg/ shield/heater/original/pattern/per_bend/bg/ shield/heater/original/pattern/per_bend/bg/
shield_heater_pattern_per_bend,layer_2,112,shield/heater/original/pattern/per_bend/fg/ shield/heater/original/pattern/per_bend/fg/ shield/heater/original/pattern/per_bend/fg/ shield/heater/original/pattern/per_bend/fg/
shield_heater_pattern_per_bend_sinister,layer_1,4,shield/heater/original/pattern/per_bend_sinister/bg/ shield/heater/original/pattern/per_bend_sinister/bg/ shield/heater/original/pattern/per_bend_sinister/bg/ shield/heater/original/pattern/per_bend_sinister/bg/
shield_heater_pattern_per_bend_sinister,layer_2,112,shield/heater/original/pattern/per_bend_sinister/fg/ shield/heater/original/pattern/per_bend_sinister/fg/ shield/heater/original/pattern/per_bend_sinister/fg/ shield/heater/original/pattern/per_bend_sinister/fg/
shield_heater_pattern_per_chevron,layer_1,4,shield/heater/original/pattern/per_chevron/bg/ shield/heater/original/pattern/per_chevron/bg/ shield/heater/original/pattern/per_chevron/bg/ shield/heater/original/pattern/per_chevron/bg/
shield_heater_pattern_per_chevron,layer_2,112,shield/heater/original/pattern/per_chevron/fg/ shield/heater/original/pattern/per_chevron/fg/ shield/heater/original/pattern/per_chevron/fg/ shield/heater/original/pattern/per_chevron/fg/
shield_heater_pattern_per_chevron_inverted,layer_1,4,shield/heater/original/pattern/per_chevron_inverted/bg/ shield/heater/original/pattern/per_chevron_inverted/bg/ shield/heater/original/pattern/per_chevron_inverted/bg/ shield/heater/original/pattern/per_chevron_inverted/bg/
shield_heater_pattern_per_chevron_inverted,layer_2,112,shield/heater/original/pattern/per_chevron_inverted/fg/ shield/heater/original/pattern/per_chevron_inverted/fg/ shield/heater/original/pattern/per_chevron_inverted/fg/ shield/heater/original/pattern/per_chevron_inverted/fg/
shield_heater_pattern_per_fess,layer_1,4,shield/heater/original/pattern/per_fess/bg/ shield/heater/original/pattern/per_fess/bg/ shield/heater/original/pattern/per_fess/bg/ shield/heater/original/pattern/per_fess/bg/
shield_heater_pattern_per_fess,layer_2,112,shield/heater/original/pattern/per_fess/fg/ shield/heater/original/pattern/per_fess/fg/ shield/heater/original/pattern/per_fess/fg/ shield/heater/original/pattern/per_fess/fg/
shield_heater_pattern_per_pale,layer_1,4,shield/heater/original/pattern/per_pale/bg/ shield/heater/original/pattern/per_pale/bg/ shield/heater/original/pattern/per_pale/bg/ shield/heater/original/pattern/per_pale/bg/
shield_heater_pattern_per_pale,layer_2,112,shield/heater/original/pattern/per_pale/fg/ shield/heater/original/pattern/per_pale/fg/ shield/heater/original/pattern/per_pale/fg/ shield/heater/original/pattern/per_pale/fg/
shield_heater_pattern_per_saltire,layer_1,4,shield/heater/original/pattern/per_saltire/bg/ shield/heater/original/pattern/per_saltire/bg/ shield/heater/original/pattern/per_saltire/bg/ shield/heater/original/pattern/per_saltire/bg/
shield_heater_pattern_per_saltire,layer_2,112,shield/heater/original/pattern/per_saltire/fg/ shield/heater/original/pattern/per_saltire/fg/ shield/heater/original/pattern/per_saltire/fg/ shield/heater/original/pattern/per_saltire/fg/
shield_heater_pattern_quarterly,layer_1,4,shield/heater/original/pattern/quarterly/bg/ shield/heater/original/pattern/quarterly/bg/ shield/heater/original/pattern/quarterly/bg/ shield/heater/original/pattern/quarterly/bg/
shield_heater_pattern_quarterly,layer_2,112,shield/heater/original/pattern/quarterly/fg/ shield/heater/original/pattern/quarterly/fg/ shield/heater/original/pattern/quarterly/fg/ shield/heater/original/pattern/quarterly/fg/
shield_heater_pattern_saltire,layer_1,4,shield/heater/original/pattern/saltire/bg/ shield/heater/original/pattern/saltire/bg/ shield/heater/original/pattern/saltire/bg/ shield/heater/original/pattern/saltire/bg/
shield_heater_pattern_saltire,layer_2,112,shield/heater/original/pattern/saltire/fg/ shield/heater/original/pattern/saltire/fg/ shield/heater/original/pattern/saltire/fg/ shield/heater/original/pattern/saltire/fg/
shield_heater_revised_paint,layer_1,3,shield/heater/revised/paint/bg/ shield/heater/revised/paint/bg/ shield/heater/revised/paint/bg/ shield/heater/revised/paint/bg/
shield_heater_revised_paint,layer_2,111,shield/heater/revised/paint/fg/ shield/heater/revised/paint/fg/ shield/heater/revised/paint/fg/ shield/heater/revised/paint/fg/
shield_heater_revised_pattern_barry,layer_1,4,shield/heater/revised/pattern/barry/bg/ shield/heater/revised/pattern/barry/bg/ shield/heater/revised/pattern/barry/bg/ shield/heater/revised/pattern/barry/bg/
shield_heater_revised_pattern_barry,layer_2,112,shield/heater/revised/pattern/barry/fg/ shield/heater/revised/pattern/barry/fg/ shield/heater/revised/pattern/barry/fg/ shield/heater/revised/pattern/barry/fg/
shield_heater_revised_pattern_bend,layer_1,4,shield/heater/revised/pattern/bend/bg/ shield/heater/revised/pattern/bend/bg/ shield/heater/revised/pattern/bend/bg/ shield/heater/revised/pattern/bend/bg/
shield_heater_revised_pattern_bend,layer_2,112,shield/heater/revised/pattern/bend/fg/ shield/heater/revised/pattern/bend/fg/ shield/heater/revised/pattern/bend/fg/ shield/heater/revised/pattern/bend/fg/
shield_heater_revised_pattern_bend_sinister,layer_1,4,shield/heater/revised/pattern/bend_sinister/bg/ shield/heater/revised/pattern/bend_sinister/bg/ shield/heater/revised/pattern/bend_sinister/bg/ shield/heater/revised/pattern/bend_sinister/bg/
shield_heater_revised_pattern_bend_sinister,layer_2,112,shield/heater/revised/pattern/bend_sinister/fg/ shield/heater/revised/pattern/bend_sinister/fg/ shield/heater/revised/pattern/bend_sinister/fg/ shield/heater/revised/pattern/bend_sinister/fg/
shield_heater_revised_pattern_bendy,layer_1,4,shield/heater/revised/pattern/bendy/bg/ shield/heater/revised/pattern/bendy/bg/ shield/heater/revised/pattern/bendy/bg/ shield/heater/revised/pattern/bendy/bg/
shield_heater_revised_pattern_bendy,layer_2,112,shield/heater/revised/pattern/bendy/fg/ shield/heater/revised/pattern/bendy/fg/ shield/heater/revised/pattern/bendy/fg/ shield/heater/revised/pattern/bendy/fg/
shield_heater_revised_pattern_bendy_sinister,layer_1,4,shield/heater/revised/pattern/bendy_sinister/bg/ shield/heater/revised/pattern/bendy_sinister/bg/ shield/heater/revised/pattern/bendy_sinister/bg/ shield/heater/revised/pattern/bendy_sinister/bg/
shield_heater_revised_pattern_bendy_sinister,layer_2,112,shield/heater/revised/pattern/bendy_sinister/fg/ shield/heater/revised/pattern/bendy_sinister/fg/ shield/heater/revised/pattern/bendy_sinister/fg/ shield/heater/revised/pattern/bendy_sinister/fg/
shield_heater_revised_pattern_bordure,layer_1,4,shield/heater/revised/pattern/bordure/bg/ shield/heater/revised/pattern/bordure/bg/ shield/heater/revised/pattern/bordure/bg/ shield/heater/revised/pattern/bordure/bg/
shield_heater_revised_pattern_bordure,layer_2,112,shield/heater/revised/pattern/bordure/fg/ shield/heater/revised/pattern/bordure/fg/ shield/heater/revised/pattern/bordure/fg/ shield/heater/revised/pattern/bordure/fg/
shield_heater_revised_pattern_chevron,layer_1,4,shield/heater/revised/pattern/chevron/bg/ shield/heater/revised/pattern/chevron/bg/ shield/heater/revised/pattern/chevron/bg/ shield/heater/revised/pattern/chevron/bg/
shield_heater_revised_pattern_chevron,layer_2,112,shield/heater/revised/pattern/chevron/fg/ shield/heater/revised/pattern/chevron/fg/ shield/heater/revised/pattern/chevron/fg/ shield/heater/revised/pattern/chevron/fg/
shield_heater_revised_pattern_chevron_inverted,layer_1,4,shield/heater/revised/pattern/chevron_inverted/bg/ shield/heater/revised/pattern/chevron_inverted/bg/ shield/heater/revised/pattern/chevron_inverted/bg/ shield/heater/revised/pattern/chevron_inverted/bg/
shield_heater_revised_pattern_chevron_inverted,layer_2,112,shield/heater/revised/pattern/chevron_inverted/fg/ shield/heater/revised/pattern/chevron_inverted/fg/ shield/heater/revised/pattern/chevron_inverted/fg/ shield/heater/revised/pattern/chevron_inverted/fg/
shield_heater_revised_pattern_chief,layer_1,4,shield/heater/revised/pattern/chief/bg/ shield/heater/revised/pattern/chief/bg/ shield/heater/revised/pattern/chief/bg/ shield/heater/revised/pattern/chief/bg/
shield_heater_revised_pattern_chief,layer_2,112,shield/heater/revised/pattern/chief/fg/ shield/heater/revised/pattern/chief/fg/ shield/heater/revised/pattern/chief/fg/ shield/heater/revised/pattern/chief/fg/
shield_heater_revised_pattern_cross,layer_1,4,shield/heater/revised/pattern/cross/bg/ shield/heater/revised/pattern/cross/bg/ shield/heater/revised/pattern/cross/bg/ shield/heater/revised/pattern/cross/bg/
shield_heater_revised_pattern_cross,layer_2,112,shield/heater/revised/pattern/cross/fg/ shield/heater/revised/pattern/cross/fg/ shield/heater/revised/pattern/cross/fg/ shield/heater/revised/pattern/cross/fg/
shield_heater_revised_pattern_fess,layer_1,4,shield/heater/revised/pattern/fess/bg/ shield/heater/revised/pattern/fess/bg/ shield/heater/revised/pattern/fess/bg/ shield/heater/revised/pattern/fess/bg/
shield_heater_revised_pattern_fess,layer_2,112,shield/heater/revised/pattern/fess/fg/ shield/heater/revised/pattern/fess/fg/ shield/heater/revised/pattern/fess/fg/ shield/heater/revised/pattern/fess/fg/
shield_heater_revised_pattern_lozengy,layer_1,4,shield/heater/revised/pattern/lozengy/bg/ shield/heater/revised/pattern/lozengy/bg/ shield/heater/revised/pattern/lozengy/bg/ shield/heater/revised/pattern/lozengy/bg/
shield_heater_revised_pattern_lozengy,layer_2,112,shield/heater/revised/pattern/lozengy/fg/ shield/heater/revised/pattern/lozengy/fg/ shield/heater/revised/pattern/lozengy/fg/ shield/heater/revised/pattern/lozengy/fg/
shield_heater_revised_pattern_pale,layer_1,4,shield/heater/revised/pattern/pale/bg/ shield/heater/revised/pattern/pale/bg/ shield/heater/revised/pattern/pale/bg/ shield/heater/revised/pattern/pale/bg/
shield_heater_revised_pattern_pale,layer_2,112,shield/heater/revised/pattern/pale/fg/ shield/heater/revised/pattern/pale/fg/ shield/heater/revised/pattern/pale/fg/ shield/heater/revised/pattern/pale/fg/
shield_heater_revised_pattern_pall,layer_1,4,shield/heater/revised/pattern/pall/bg/ shield/heater/revised/pattern/pall/bg/ shield/heater/revised/pattern/pall/bg/ shield/heater/revised/pattern/pall/bg/
shield_heater_revised_pattern_pall,layer_2,112,shield/heater/revised/pattern/pall/fg/ shield/heater/revised/pattern/pall/fg/ shield/heater/revised/pattern/pall/fg/ shield/heater/revised/pattern/pall/fg/
shield_heater_revised_pattern_paly,layer_1,4,shield/heater/revised/pattern/paly/bg/ shield/heater/revised/pattern/paly/bg/ shield/heater/revised/pattern/paly/bg/ shield/heater/revised/pattern/paly/bg/
shield_heater_revised_pattern_paly,layer_2,112,shield/heater/revised/pattern/paly/fg/ shield/heater/revised/pattern/paly/fg/ shield/heater/revised/pattern/paly/fg/ shield/heater/revised/pattern/paly/fg/
shield_heater_revised_pattern_per_bend,layer_1,4,shield/heater/revised/pattern/per_bend/bg/ shield/heater/revised/pattern/per_bend/bg/ shield/heater/revised/pattern/per_bend/bg/ shield/heater/revised/pattern/per_bend/bg/
shield_heater_revised_pattern_per_bend,layer_2,112,shield/heater/revised/pattern/per_bend/fg/ shield/heater/revised/pattern/per_bend/fg/ shield/heater/revised/pattern/per_bend/fg/ shield/heater/revised/pattern/per_bend/fg/
shield_heater_revised_pattern_per_bend_sinister,layer_1,4,shield/heater/revised/pattern/per_bend_sinister/bg/ shield/heater/revised/pattern/per_bend_sinister/bg/ shield/heater/revised/pattern/per_bend_sinister/bg/ shield/heater/revised/pattern/per_bend_sinister/bg/
shield_heater_revised_pattern_per_bend_sinister,layer_2,112,shield/heater/revised/pattern/per_bend_sinister/fg/ shield/heater/revised/pattern/per_bend_sinister/fg/ shield/heater/revised/pattern/per_bend_sinister/fg/ shield/heater/revised/pattern/per_bend_sinister/fg/
shield_heater_revised_pattern_per_chevron,layer_1,4,shield/heater/revised/pattern/per_chevron/bg/ shield/heater/revised/pattern/per_chevron/bg/ shield/heater/revised/pattern/per_chevron/bg/ shield/heater/revised/pattern/per_chevron/bg/
shield_heater_revised_pattern_per_chevron,layer_2,112,shield/heater/revised/pattern/per_chevron/fg/ shield/heater/revised/pattern/per_chevron/fg/ shield/heater/revised/pattern/per_chevron/fg/ shield/heater/revised/pattern/per_chevron/fg/
shield_heater_revised_pattern_per_chevron_inverted,layer_1,4,shield/heater/revised/pattern/per_chevron_inverted/bg/ shield/heater/revised/pattern/per_chevron_inverted/bg/ shield/heater/revised/pattern/per_chevron_inverted/bg/ shield/heater/revised/pattern/per_chevron_inverted/bg/
shield_heater_revised_pattern_per_chevron_inverted,layer_2,112,shield/heater/revised/pattern/per_chevron_inverted/fg/ shield/heater/revised/pattern/per_chevron_inverted/fg/ shield/heater/revised/pattern/per_chevron_inverted/fg/ shield/heater/revised/pattern/per_chevron_inverted/fg/
shield_heater_revised_pattern_per_fess,layer_1,4,shield/heater/revised/pattern/per_fess/bg/ shield/heater/revised/pattern/per_fess/bg/ shield/heater/revised/pattern/per_fess/bg/ shield/heater/revised/pattern/per_fess/bg/
shield_heater_revised_pattern_per_fess,layer_2,112,shield/heater/revised/pattern/per_fess/fg/ shield/heater/revised/pattern/per_fess/fg/ shield/heater/revised/pattern/per_fess/fg/ shield/heater/revised/pattern/per_fess/fg/
shield_heater_revised_pattern_per_pale,layer_1,4,shield/heater/revised/pattern/per_pale/bg/ shield/heater/revised/pattern/per_pale/bg/ shield/heater/revised/pattern/per_pale/bg/ shield/heater/revised/pattern/per_pale/bg/
shield_heater_revised_pattern_per_pale,layer_2,112,shield/heater/revised/pattern/per_pale/fg/ shield/heater/revised/pattern/per_pale/fg/ shield/heater/revised/pattern/per_pale/fg/ shield/heater/revised/pattern/per_pale/fg/
shield_heater_revised_pattern_per_saltire,layer_1,4,shield/heater/revised/pattern/per_saltire/bg/ shield/heater/revised/pattern/per_saltire/bg/ shield/heater/revised/pattern/per_saltire/bg/ shield/heater/revised/pattern/per_saltire/bg/
shield_heater_revised_pattern_per_saltire,layer_2,112,shield/heater/revised/pattern/per_saltire/fg/ shield/heater/revised/pattern/per_saltire/fg/ shield/heater/revised/pattern/per_saltire/fg/ shield/heater/revised/pattern/per_saltire/fg/
shield_heater_revised_pattern_quarterly,layer_1,4,shield/heater/revised/pattern/quarterly/bg/ shield/heater/revised/pattern/quarterly/bg/ shield/heater/revised/pattern/quarterly/bg/ shield/heater/revised/pattern/quarterly/bg/
shield_heater_revised_pattern_quarterly,layer_2,112,shield/heater/revised/pattern/quarterly/fg/ shield/heater/revised/pattern/quarterly/fg/ shield/heater/revised/pattern/quarterly/fg/ shield/heater/revised/pattern/quarterly/fg/
shield_heater_revised_pattern_saltire,layer_1,4,shield/heater/revised/pattern/saltire/bg/ shield/heater/revised/pattern/saltire/bg/ shield/heater/revised/pattern/saltire/bg/ shield/heater/revised/pattern/saltire/bg/
shield_heater_revised_pattern_saltire,layer_2,112,shield/heater/revised/pattern/saltire/fg/ shield/heater/revised/pattern/saltire/fg/ shield/heater/revised/pattern/saltire/fg/ shield/heater/revised/pattern/saltire/fg/
shield_heater_revised_trim,layer_1,6,shield/heater/revised/trim/bg/ shield/heater/revised/trim/bg/ shield/heater/revised/trim/bg/ shield/heater/revised/trim/bg/
shield_heater_revised_trim,layer_2,115,shield/heater/revised/trim/fg/ shield/heater/revised/trim/fg/ shield/heater/revised/trim/fg/ shield/heater/revised/trim/fg/
shield_heater_revised_wood,layer_1,2,shield/heater/revised/wood/bg/ shield/heater/revised/wood/bg/ shield/heater/revised/wood/bg/ shield/heater/revised/wood/bg/
shield_heater_revised_wood,layer_2,110,shield/heater/revised/wood/fg/ shield/heater/revised/wood/fg/ shield/heater/revised/wood/fg/ shield/heater/revised/wood/fg/
shield_heater_trim,layer_1,115,shield/heater/original/trim/fg/ shield/heater/original/trim/fg/ shield/heater/original/trim/fg/ shield/heater/original/trim/fg/
shield_heater_trim,layer_2,6,shield/heater/original/trim/bg/ shield/heater/original/trim/bg/ shield/heater/original/trim/bg/ shield/heater/original/trim/bg/
shield_heater_wood,layer_1,2,shield/heater/original/wood/bg/ shield/heater/original/wood/bg/ shield/heater/original/wood/bg/ shield/heater/original/wood/bg/
shield_heater_wood,layer_2,110,shield/heater/original/wood/fg/ shield/heater/original/wood/fg/ shield/heater/original/wood/fg/ shield/heater/original/wood/fg/
shield_kite,layer_1,110,shield/kite/male/ shield/kite/female/ shield/kite/male/ shield/kite/female/
shield_plus,layer_1,2,shield/plus/bg/ shield/plus/bg/ shield/plus/bg/ shield/plus/bg/
shield_plus,layer_2,110,shield/plus/fg/male/ shield/plus/fg/female/ shield/plus/fg/male/ shield/plus/fg/female/
shield_round,layer_1,110,shield/round/ shield/round/ shield/round/ shield/round/
shield_scutum,layer_1,2,shield/scutum/paint/bg/ shield/scutum/paint/bg/ shield/scutum/paint/bg/ shield/scutum/paint/bg/
shield_scutum,layer_2,110,shield/scutum/paint/fg/male/ shield/scutum/paint/fg/female/ shield/scutum/paint/fg/male/ shield/scutum/paint/fg/female/
shield_scutum_trim,layer_1,3,shield/scutum_trim/bg/ shield/scutum_trim/bg/ shield/scutum_trim/bg/ shield/scutum_trim/bg/
shield_scutum_trim,layer_2,115,shield/scutum_trim/fg/male/ shield/scutum_trim/fg/female/ shield/scutum_trim/fg/male/ shield/scutum_trim/fg/female/
shield_spartan,layer_1,2,shield/spartan/bg/ shield/spartan/bg/ shield/spartan/bg/ shield/spartan/bg/
shield_spartan,layer_2,110,shield/spartan/fg/ shield/spartan/fg/ shield/spartan/fg/ shield/spartan/fg/
shield_two_engrailed,layer_1,2,shield/two_engrailed/paint/bg/ shield/two_engrailed/paint/bg/ shield/two_engrailed/paint/bg/ shield/two_engrailed/paint/bg/
shield_two_engrailed,layer_2,110,shield/two_engrailed/paint/fg/male/ shield/two_engrailed/paint/fg/female/ shield/two_engrailed/paint/fg/male/ shield/two_engrailed/paint/fg/female/
shield_two_engrailed_trim,layer_1,3,shield/two_engrailed/trim/bg/ shield/two_engrailed/trim/bg/ shield/two_engrailed/trim/bg/ shield/two_engrailed/trim/bg/
shield_two_engrailed_trim,layer_2,115,shield/two_engrailed/trim/fg/male/ shield/two_engrailed/trim/fg/female/ shield/two_engrailed/trim/fg/male/ shield/two_engrailed/trim/fg/female/
shoulders_epaulets,layer_1,60,shoulders/epaulets/male/
shoulders_leather,layer_1,60,shoulders/leather/male/ shoulders/leather/female/ shoulders/leather/male/ shoulders/leather/female/
shoulders_legion,layer_1,60,shoulders/legion/male/ shoulders/legion/female/ shoulders/legion/male/ shoulders/legion/female/
shoulders_mantal,layer_1,75,shoulders/mantal/male/
shoulders_plate,layer_1,65,shoulders/plate/male/ shoulders/plate/female/ shoulders/plate/male/ shoulders/plate/female/
tail_cat,layer_1,125,body/tail/cat/adult/fg/ body/tail/cat/adult/fg/ body/tail/cat/adult/fg/ body/tail/cat/adult/fg/ body/tail/cat/child/fg/
tail_cat,layer_2,5,body/tail/cat/adult/bg/ body/tail/cat/adult/bg/ body/tail/cat/adult/bg/ body/tail/cat/adult/bg/ body/tail/cat/child/bg/
tail_dragon,layer_1,85,body/tail/dragon/adult/fg/ body/tail/dragon/adult/fg/ body/tail/dragon/adult/fg/ body/tail/dragon/adult/fg/ body/tail/dragon/child/fg/
tail_dragon,layer_2,5,body/tail/dragon/adult/bg/ body/tail/dragon/adult/bg/ body/tail/dragon/adult/bg/ body/tail/dragon/adult/bg/ body/tail/dragon/child/bg/
tail_feather,layer_1,85,body/tail/feather/adult/fg/ body/tail/feather/adult/fg/ body/tail/feather/adult/fg/ body/tail/feather/adult/fg/ body/tail/feather/child/fg/
tail_feather,layer_2,5,body/tail/feather/adult/bg/ body/tail/feather/adult/bg/ body/tail/feather/adult/bg/ body/tail/feather/adult/bg/ body/tail/feather/child/bg/
tail_fin,layer_1,85,body/tail/fin/adult/fg/ body/tail/fin/adult/fg/ body/tail/fin/adult/fg/ body/tail/fin/adult/fg/ body/tail/fin/child/fg/
tail_fin,layer_2,5,body/tail/fin/adult/bg/ body/tail/fin/adult/bg/ body/tail/fin/adult/bg/ body/tail/fin/adult/bg/ body/tail/fin/child/bg/
tail_lizard,layer_1,85,body/tail/lizard/adult/fg/ body/tail/lizard/adult/fg/ body/tail/lizard/adult/fg/ body/tail/lizard/adult/fg/ body/tail/lizard/child/fg/
tail_lizard,layer_2,5,body/tail/lizard/adult/bg/ body/tail/lizard/adult/bg/ body/tail/lizard/adult/bg/ body/tail/lizard/adult/bg/ body/tail/lizard/child/bg/
tail_lizard_alt,layer_1,85,body/tail/lizard/alt/adult/fg/ body/tail/lizard/alt/adult/fg/ body/tail/lizard/alt/adult/fg/ body/tail/lizard/alt/adult/fg/ body/tail/lizard/alt/child/fg/
tail_lizard_alt,layer_2,5,body/tail/lizard/alt/adult/bg/ body/tail/lizard/alt/adult/bg/ body/tail/lizard/alt/adult/bg/ body/tail/lizard/alt/adult/bg/ body/tail/lizard/alt/child/bg/
tail_wolf,layer_1,125,body/tail/wolf/adult/fg/ body/tail/wolf/adult/fg/ body/tail/wolf/adult/fg/ body/tail/wolf/adult/fg/ body/tail/wolf/child/fg/
tail_wolf,layer_2,5,body/tail/wolf/adult/bg/ body/tail/wolf/adult/bg/ body/tail/wolf/adult/bg/ body/tail/wolf/adult/bg/ body/tail/wolf/child/bg/
tail_wolf_fluffy,layer_1,125,body/tail/fluffy/adult/fg/ body/tail/fluffy/adult/fg/ body/tail/fluffy/adult/fg/ body/tail/fluffy/adult/fg/ body/tail/fluffy/child/fg/
tail_wolf_fluffy,layer_2,5,body/tail/fluffy/adult/bg/ body/tail/fluffy/adult/bg/ body/tail/fluffy/adult/bg/ body/tail/fluffy/adult/bg/ body/tail/fluffy/child/bg/
tool_rod,layer_1,9,tools/rod/background/ tools/rod/background/ tools/rod/background/ tools/rod/background/
tool_rod,layer_2,150,tools/rod/foreground/ tools/rod/foreground/ tools/rod/foreground/ tools/rod/foreground/
tool_smash,layer_1,140,tools/smash/universal/male/ tools/smash/universal/female/ tools/smash/universal/male/ tools/smash/universal/female/
tool_smash,layer_2,9,tools/smash/background/ tools/smash/background/ tools/smash/background/ tools/smash/background/
tool_smash,layer_3,150,tools/smash/foreground/ tools/smash/foreground/ tools/smash/foreground/ tools/smash/foreground/
tool_thrust,layer_1,9,tools/thrust/background/ tools/thrust/background/ tools/thrust/background/ tools/thrust/background/
tool_thrust,layer_2,150,tools/thrust/foreground/ tools/thrust/foreground/ tools/thrust/foreground/ tools/thrust/foreground/
tool_whip,layer_1,9,tools/whip/background/ tools/whip/background/ tools/whip/background/ tools/whip/background/
tool_whip,layer_2,150,tools/whip/ tools/whip/ tools/whip/ tools/whip/
torso_aprons_apron,layer_1,40,torso/aprons/apron/male/ torso/aprons/apron/female/
torso_aprons_apron_full,layer_1,40,torso/aprons/apron_full/female/
torso_aprons_apron_half,layer_1,40,torso/aprons/apron_half/female/
torso_aprons_overalls,layer_1,38,torso/aprons/overalls/male/ torso/aprons/overalls/female/
torso_aprons_suspenders,layer_1,38,torso/aprons/suspenders/male/ torso/aprons/suspenders/female/ torso/aprons/suspenders/male/ torso/aprons/suspenders/female/
torso_armour_leather,layer_1,60,torso/armour/leather/male/ torso/armour/leather/female/
torso_armour_legion,layer_1,60,torso/armour/legion/male/ torso/armour/legion/female/
torso_armour_plate,layer_1,60,torso/armour/plate/male/ torso/armour/plate/female/
torso_bandages,layer_1,110,torso/bandage/male/ torso/bandage/female/
torso_chainmail,layer_1,50,torso/chainmail/male/ torso/chainmail/female/
torso_clothes_blouse,layer_1,35,torso/clothes/blouse/female/
torso_clothes_blouse_longsleeve,layer_1,35,torso/clothes/blouse_longsleeve/female/
torso_clothes_child_shirt,layer_1,35,torso/clothes/shirt/child/
torso_clothes_corset,layer_1,45,torso/clothes/corset/female/
torso_clothes_longsleeve,layer_1,35,torso/clothes/longsleeve/longsleeve/male/ torso/clothes/longsleeve/longsleeve/female/ torso/clothes/longsleeve/longsleeve/pregnant/
torso_clothes_longsleeve2,layer_1,35,torso/clothes/longsleeve/longsleeve2/male/ torso/clothes/longsleeve/longsleeve2/female/
torso_clothes_longsleeve2_buttoned,layer_1,35,torso/clothes/longsleeve/longsleeve2_buttoned/male/ torso/clothes/longsleeve/longsleeve2_buttoned/female/
torso_clothes_longsleeve2_cardigan,layer_1,35,torso/clothes/longsleeve/longsleeve2_cardigan/male/ torso/clothes/longsleeve/longsleeve2_cardigan/female/
torso_clothes_longsleeve2_polo,layer_1,35,torso/clothes/longsleeve/longsleeve2_polo/male/ torso/clothes/longsleeve/longsleeve2_polo/female/
torso_clothes_longsleeve2_scoop,layer_1,35,torso/clothes/longsleeve/longsleeve2_scoop/male/ torso/clothes/longsleeve/longsleeve2_scoop/female/
torso_clothes_longsleeve2_vneck,layer_1,35,torso/clothes/longsleeve/longsleeve2_vneck/male/ torso/clothes/longsleeve/longsleeve2_vneck/female/
torso_clothes_longsleeve_formal,layer_1,35,torso/clothes/longsleeve/formal/male/
torso_clothes_longsleeve_formal_striped,layer_1,35,torso/clothes/longsleeve/formal_striped/male/
torso_clothes_longsleeve_laced,layer_1,35,torso/clothes/longsleeve/laced/male/
torso_clothes_longsleeve_scoop,layer_1,35,torso/clothes/longsleeve/scoop/male/ torso/clothes/longsleeve/scoop/female/ torso/clothes/longsleeve/scoop/pregnant/
torso_clothes_longsleeves,layer_1,35,torso/clothes/longsleeve/longsleeves/male/ torso/clothes/longsleeve/longsleeves/female/
torso_clothes_longsleeves2,layer_1,36,torso/clothes/longsleeve/longsleeves2/male/ torso/clothes/longsleeve/longsleeves2/female/
torso_clothes_longsleeves_cuffed,layer_1,36,torso/clothes/longsleeve/longsleeves_cuffed/male/ torso/clothes/longsleeve/longsleeves_cuffed/female/
torso_clothes_robe,layer_1,35,torso/clothes/robe/female/
torso_clothes_shortsleeve,layer_1,35,torso/clothes/shortsleeve/shortsleeve/male/ torso/clothes/shortsleeve/shortsleeve/female/ torso/clothes/shortsleeve/shortsleeve/pregnant/
torso_clothes_shortsleeve_cardigan,layer_1,35,torso/clothes/shortsleeve/shortsleeve_cardigan/male/ torso/clothes/shortsleeve/shortsleeve_cardigan/female/
torso_clothes_shortsleeve_polo,layer_1,35,torso/clothes/shortsleeve/shortsleeve_polo/male/ torso/clothes/shortsleeve/shortsleeve_polo/female/
torso_clothes_shortsleeves,layer_1,36,torso/clothes/shortsleeve/shortsleeves/male/ torso/clothes/shortsleeve/shortsleeves/female/
torso_clothes_shortsleeves2,layer_1,36,torso/clothes/shortsleeve/shortsleeves2/male/ torso/clothes/shortsleeve/shortsleeves2/female/
torso_clothes_sleeveless,layer_1,35,torso/clothes/sleeveless/sleeveless/male/ torso/clothes/sleeveless/sleeveless/female/
torso_clothes_sleeveless1,layer_1,35,torso/clothes/sleeveless/sleeveless1/male/ torso/clothes/sleeveless/sleeveless1/female/
torso_clothes_sleeveless2,layer_1,35,torso/clothes/sleeveless/sleeveless2/male/ torso/clothes/sleeveless/sleeveless2/female/
torso_clothes_sleeveless2_buttoned,layer_1,35,torso/clothes/sleeveless/sleeveless2_buttoned/male/ torso/clothes/sleeveless/sleeveless2_buttoned/female/
torso_clothes_sleeveless2_cardigan,layer_1,35,torso/clothes/sleeveless/sleeveless2_cardigan/male/ torso/clothes/sleeveless/sleeveless2_cardigan/female/
